st_case,state,year,month,day,day_week,hour,minute,county,city,fatals_crash,vehicles_total,vehicles_in_transport,persons_total,route,rural_urban,functional_system,road_owner,nhs,special_jurisdiction,milepoint,latitude,longitude,first_harmful_event,manner_collision,rel_jct_interchange,rel_jct_location,intersection_type,relation_to_road,work_zone,light_condition,weather,school_bus_related,ems_notified_hour,ems_notified_min,ems_arrival_hour,ems_arrival_min,hospital_hour,hospital_min
130923,13,2020,8,30,1,3,20,39,3010,1,1,1,1,6,2,4,4,0,0,31,30.814475,-81.62997222,8,0,0,1,1,1,1,2,10,0,3,21,3,28,,
130924,13,2020,8,30,1,19,28,89,0,1,2,2,2,4,2,4,2,0,0,0,33.78675556,-84.16279444,12,6,0,2,2,1,0,2,10,0,20,27,20,30,20,45
130925,13,2020,8,30,1,22,48,31,0,1,1,1,1,2,2,3,1,1,0,41,32.43649167,-81.81621667,8,0,0,3,2,1,0,2,1,0,22,49,22,56,23,15
130926,13,2020,8,31,2,1,35,71,0,1,1,1,1,4,2,4,2,0,0,90,31.14416389,-83.76745278,53,0,0,1,1,4,0,2,1,0,1,51,1,54,,
130927,13,2020,8,31,2,5,36,67,3440,1,2,2,4,2,2,3,1,1,0,74,33.95698611,-84.52436389,9,0,0,8,1,1,0,3,10,0,,,,,,
130928,13,2020,8,31,2,5,43,63,0,1,1,1,1,3,2,3,1,1,0,1,33.57974167,-84.37423056,8,0,0,1,1,1,0,2,1,0,,,,,,
130929,13,2020,8,31,2,12,1,5,,1,2,2,2,4,1,5,2,0,0,12,31.56446111,-82.500175,12,6,0,1,1,1,0,1,2,0,12,6,12,10,,
130930,13,2020,8,31,2,16,23,31,,1,1,1,1,4,1,5,2,0,0,18,32.56752778,-81.90552222,53,0,0,1,1,4,0,1,2,0,16,29,16,39,,
130931,13,2020,8,31,2,18,16,245,310,1,2,2,4,4,2,4,2,0,0,30,33.42128056,-82.04366667,12,6,0,2,2,1,0,1,1,0,18,22,18,26,18,35
130932,13,2020,12,9,4,0,14,151,0,1,1,1,1,4,2,7,2,0,0,0,33.41985278,-84.07253889,33,0,0,1,1,4,0,2,1,0,,,,,,
130933,13,2020,8,31,2,18,45,97,,1,2,2,6,3,2,6,1,0,0,50,33.72635833,-84.82866944,12,2,0,1,1,1,0,1,1,0,,,,,,
130934,13,2020,8,31,2,22,26,89,5220,1,2,2,6,4,2,3,2,1,0,24,33.75285556,-84.19703056,12,6,0,2,2,1,0,2,1,0,22,30,22,30,23,3
130935,13,2020,12,10,5,4,20,173,3060,1,1,1,4,4,2,7,2,0,0,10,31.04490556,-83.13490833,32,0,0,1,1,4,0,2,5,0,5,45,6,30,,
130936,13,2020,12,10,5,18,57,255,,1,1,1,1,3,2,3,1,1,0,21,33.21699722,-84.28861389,8,0,0,1,1,1,0,2,1,0,18,56,19,1,,
130937,13,2020,8,10,2,23,18,255,2510,1,1,1,1,3,2,4,1,0,0,28,33.23052778,-84.26563611,8,0,0,1,1,1,0,2,10,0,23,40,1,29,,
130938,13,2020,9,9,4,20,21,321,,1,1,1,4,4,1,5,2,0,0,78,31.57475556,-83.86886389,8,0,0,1,1,1,0,2,1,0,20,14,20,20,20,50
130940,13,2020,12,5,7,18,13,267,0,1,1,1,1,3,1,5,1,0,0,142,32.01914167,-81.97826667,42,0,0,1,1,4,0,2,1,0,,,,,,
130941,13,2020,12,12,7,18,8,245,310,1,1,1,1,3,2,3,1,1,0,174,33.419275,-82.075475,8,0,0,1,1,1,0,3,1,0,18,8,,,,
130943,13,2020,7,28,3,13,45,215,1280,1,2,2,3,9,2,5,2,0,0,9,32.53951111,-84.95710556,12,6,0,2,3,1,0,1,1,0,13,41,13,46,14,33
130944,13,2020,7,25,7,22,45,123,0,1,1,1,1,3,1,5,1,1,0,439,34.66038056,-84.44596667,8,0,0,1,1,1,0,2,10,0,,,,,,
130945,13,2020,8,6,5,23,3,217,1380,1,1,1,1,3,2,4,1,0,0,94,33.58413333,-83.87760278,9,0,0,1,1,1,0,2,10,0,23,3,23,12,,
130946,13,2020,8,8,7,5,10,241,1170,1,1,1,1,5,1,7,4,0,0,4,34.87039167,-83.40418056,8,0,0,1,1,1,0,2,1,0,,,,,,
130947,13,2020,9,10,5,15,20,121,280,1,1,1,2,1,2,2,1,1,0,70,33.74508889,-84.38974444,8,0,1,20,1,1,0,1,10,0,15,15,15,27,,
130948,13,2020,9,24,5,20,43,75,5110,1,1,1,1,5,2,4,4,0,0,1,31.16803611,-83.43432222,8,0,0,1,1,1,0,2,1,0,20,46,20,51,,
130949,13,2020,10,6,3,20,3,121,1250,1,1,1,2,1,2,2,1,1,0,646,33.62078333,-84.476925,8,0,0,1,1,1,0,2,1,0,,,,,,
130950,13,2020,9,19,7,4,45,33,5860,1,1,1,1,4,1,7,2,0,0,14,33.09882778,-81.95638889,53,0,0,1,1,4,0,2,1,0,,,,,,
130951,13,2020,9,28,2,1,2,151,3360,1,1,1,2,3,2,4,1,0,0,75,33.43125556,-84.19781667,42,0,0,1,1,5,0,2,10,0,1,2,1,13,1,38
130952,13,2020,8,22,7,20,0,57,6040,1,2,2,3,3,2,3,1,1,0,884,34.08484167,-84.56636944,12,6,0,2,3,1,0,1,10,0,20,1,20,6,20,22
130953,13,2020,10,4,1,4,25,131,850,1,1,1,1,3,2,4,1,0,0,1,30.88502778,-84.200475,1,0,0,1,1,1,0,2,1,0,4,27,4,36,5,21
130954,13,2020,9,20,1,6,54,89,280,1,2,2,5,3,2,3,1,0,0,119,33.81255278,-84.33379167,12,2,0,1,1,1,0,3,1,0,6,58,7,10,7,56
130955,13,2020,9,27,1,17,37,215,1280,1,1,1,1,4,2,4,2,0,0,23,32.50455278,-84.961025,9,0,1,2,3,1,0,1,1,0,17,40,17,41,17,54
130956,13,2020,9,16,4,0,11,89,0,1,1,1,1,1,2,1,1,1,0,110,33.68498333,-84.30850278,39,0,1,19,1,3,0,2,1,0,,,,,,
130958,13,2020,9,1,3,3,40,89,280,1,1,1,2,1,2,2,1,1,0,23,33.84045833,-84.31193611,8,0,0,1,1,1,0,2,1,0,3,43,3,50,,
130959,13,2020,9,1,3,20,12,153,5790,1,2,2,4,5,2,4,4,0,0,3,32.63458333,-83.65915278,12,2,0,1,1,1,0,2,1,0,20,13,20,20,20,56
130960,13,2020,9,1,3,23,21,153,5790,1,1,1,1,3,2,3,1,1,0,29,32.61828056,-83.66860833,8,0,0,1,1,1,0,2,1,0,23,22,23,24,23,55
130961,13,2020,9,2,4,14,0,303,5430,1,1,1,2,3,2,4,1,0,0,118,32.91700556,-82.813647219999993,59,0,0,1,1,4,0,1,1,0,14,8,15,11,15,25
130962,13,2020,9,3,5,13,36,311,4905,1,1,1,1,3,1,5,1,0,0,40,34.73584444,-83.69090833,35,0,0,1,1,4,0,1,1,0,13,29,13,37,,
130963,13,2020,9,3,5,14,6,227,5360,2,2,2,4,4,1,5,2,0,0,3,34.52423333,-84.52441111,12,6,0,1,1,4,0,1,10,0,14,8,14,15,15,4
130964,13,2020,9,4,6,16,55,59,270,1,2,2,3,4,2,3,2,1,0,7,33.93366667,-83.43726667,12,6,1,2,2,1,0,1,1,0,16,59,17,4,17,29
130965,13,2020,9,5,7,8,0,263,6030,1,1,1,1,4,1,5,2,0,0,60,32.85418333,-84.54963333,34,0,0,1,1,4,0,1,1,0,8,20,8,25,,
130966,13,2020,9,6,1,17,44,115,4760,1,1,1,1,5,2,6,3,0,0,,34.270375,-85.21557778,8,0,0,1,1,1,0,1,1,0,17,45,17,51,18,3
130967,13,2020,9,3,5,19,40,195,1540,1,1,1,1,4,1,7,2,0,0,23,34.11091389,-83.28474722,8,0,0,1,1,1,0,5,1,0,19,40,,,,
130968,13,2020,9,7,2,23,53,89,1610,1,2,2,6,1,2,1,1,1,0,87,33.711975,-84.22148333,8,0,0,1,1,1,0,3,1,0,,,,,,
130969,13,2020,9,7,2,0,13,297,3230,1,1,1,2,4,2,6,2,0,0,15,33.79715278,-83.913125,42,0,0,1,1,5,0,2,1,0,0,15,0,27,,
130970,13,2020,9,3,5,18,10,103,,2,3,3,6,3,1,5,1,0,0,33,32.18184722,-81.355,12,6,0,2,3,1,0,1,1,0,18,14,18,18,19,0
130971,13,2020,9,5,7,15,24,267,,1,2,2,2,4,1,6,2,0,0,13,32.116025,-82.145625,12,7,0,8,1,1,0,1,1,0,15,24,15,30,,
130972,13,2020,9,6,1,20,45,59,270,1,2,2,5,2,2,3,1,1,0,2654,33.98150833,-83.37733333,8,0,0,1,1,1,0,2,1,0,,,,,,
130973,13,2020,9,5,7,10,48,57,2770,1,2,2,2,1,2,3,1,1,0,19,34.16285556,-84.51172222,12,9,0,1,1,1,0,1,10,0,10,48,10,55,11,27
130974,13,2020,9,3,5,23,20,143,5370,1,1,1,1,3,1,5,1,0,0,50,33.74075,-85.27416111,9,0,0,1,1,1,0,2,1,0,23,28,23,37,,
130975,13,2020,9,3,5,12,37,105,,1,2,2,2,3,1,5,1,0,0,70,34.22625,-83.00783056,12,6,0,2,2,1,0,1,1,0,12,36,12,54,14,10
130976,13,2020,9,6,1,21,44,51,4910,1,3,3,3,4,9,4,2,0,0,0,32.0737,-81.07591944,12,7,0,1,1,1,0,2,10,0,21,44,21,47,22,17
130977,13,2020,9,4,6,22,0,117,,1,2,2,4,4,2,7,2,0,0,7,34.16813333,-84.24538611,12,8,0,1,1,1,0,2,1,0,22,4,22,12,22,38
130978,13,2020,9,9,4,3,8,31,,1,1,1,1,3,1,2,1,1,0,195,32.23054722,-81.63609722,1,0,0,1,1,3,0,2,10,0,3,8,,,,
130979,13,2020,9,4,6,14,4,139,,1,2,2,2,4,2,4,2,0,0,6,34.16697778,-83.95938056,12,8,0,1,1,1,0,1,1,0,14,7,14,10,15,7
130980,13,2020,9,5,7,22,12,159,,1,1,1,1,4,1,7,2,0,0,1,33.37738611,-83.83970833,42,0,0,1,1,5,0,3,1,0,22,14,22,20,,
130981,13,2020,9,6,1,19,39,211,0,1,1,1,1,1,1,1,1,1,0,1240,33.53881667,-83.31176667,35,0,0,1,1,4,0,1,1,0,19,39,20,1,20,37
130982,13,2020,9,5,7,18,40,175,1780,1,2,2,2,3,2,4,1,0,0,747,32.533225,-82.90093611,12,9,0,2,2,1,0,1,1,0,18,41,18,49,19,4
130983,13,2020,9,9,4,21,30,171,0,2,2,2,3,3,1,5,1,0,0,555,33.15386667,-84.12568889,12,2,0,1,1,1,0,2,1,0,21,30,21,35,,
130984,13,2020,9,12,7,23,5,15,0,1,1,1,1,3,1,4,1,0,0,402,34.10428611,-84.85021111,34,0,0,1,1,4,0,2,1,0,23,10,23,23,,
130985,13,2020,9,12,7,17,0,199,0,1,1,1,1,4,1,7,2,0,0,10,32.91748056,-84.85663333,42,0,0,1,1,4,0,1,1,0,17,11,17,11,18,20
130986,13,2020,9,12,7,12,56,115,0,1,1,1,1,4,1,7,2,0,0,8,34.128325,-85.33655833,34,0,0,1,1,4,0,1,1,0,12,58,13,2,,
130987,13,2020,9,13,1,16,10,187,,1,2,2,3,2,1,3,1,1,0,91,34.73149444,-83.92298889,1,0,0,1,1,1,0,1,10,0,16,9,16,35,,
130988,13,2020,9,11,6,7,49,279,0,2,2,2,2,2,1,3,1,1,0,989,31.96236389,-82.35304722,12,2,0,1,1,1,0,1,1,0,7,52,8,6,,
130989,13,2020,9,4,6,8,59,121,280,1,2,2,2,3,2,4,1,0,0,259,33.71634444,-84.58630556,12,1,0,1,1,1,0,1,1,0,9,33,9,37,,
130990,13,2020,9,7,2,2,28,217,0,3,1,1,3,5,2,5,2,0,0,6,33.61235556,-83.93659722,42,0,0,1,1,4,0,2,1,0,2,37,2,37,,
130991,13,2020,9,2,4,23,23,71,0,1,1,1,2,4,1,7,2,0,0,16,31.26166667,-83.74895833,35,0,0,1,1,4,0,2,1,0,23,23,23,23,,
130992,13,2020,9,13,1,14,15,19,0,1,1,1,1,2,1,4,1,0,0,158,31.26214167,-83.23984722,35,0,0,1,1,4,0,1,2,0,14,15,14,31,15,1
130993,13,2020,9,12,7,19,8,143,0,1,2,2,6,1,1,1,1,1,0,60,33.68711667,-85.240075,12,1,0,1,1,1,0,1,1,0,19,9,19,24,19,48
130994,13,2020,9,12,7,5,12,123,0,1,1,1,1,3,1,4,1,0,0,75,34.74982778,-84.53835278,42,0,0,1,1,4,0,2,10,0,5,15,5,25,,
130995,13,2020,9,4,6,12,37,97,0,1,4,4,5,3,2,3,1,1,0,8,33.79720833,-84.64286944,12,6,0,2,2,1,0,1,10,0,12,48,12,54,14,44
130996,13,2020,9,13,1,4,39,157,0,2,3,3,4,3,2,5,1,0,0,32,34.118891669999996,-83.74539167,12,2,0,1,1,1,0,2,1,0,4,38,4,48,5,39
130997,13,2020,9,13,1,22,30,313,0,1,2,2,3,6,2,5,2,0,0,14,34.72429444,-84.87611667,12,2,0,1,1,1,0,2,1,0,22,33,22,41,0,41
130998,13,2020,9,12,7,20,53,67,3440,1,2,2,2,1,2,1,1,1,0,39,33.92358333,-84.48571389,8,0,1,18,1,1,0,2,10,0,,,,,,
130999,13,2020,9,9,4,16,20,67,3440,1,2,2,2,1,2,1,1,1,0,43,33.92596389,-84.48735556,12,6,1,18,1,1,0,1,1,0,16,25,16,26,16,52
131000,13,2020,9,9,4,6,33,135,0,1,1,1,1,3,2,3,1,1,0,99,33.81296944,-84.04174722,8,0,0,1,1,1,0,3,1,0,,,,,,
131001,13,2020,9,12,7,20,22,77,0,1,2,2,3,2,1,4,1,0,0,99,33.318,-84.77687778,12,6,0,4,1,1,0,2,10,0,20,23,20,56,21,30
131003,13,2020,9,14,2,9,29,121,0,1,2,2,2,3,2,3,1,1,0,41,33.68438611,-84.56582778,12,2,0,1,1,1,0,1,1,0,9,30,9,35,10,30
131004,13,2020,9,14,2,4,10,257,0,1,1,1,1,3,1,4,1,0,0,37,34.51793889,-83.31986667,32,0,0,1,1,4,0,2,1,0,7,44,7,54,,
131005,13,2020,9,15,3,9,2,95,90,1,2,2,2,3,1,4,1,0,0,58,31.49358333,-84.22045833,12,8,0,1,1,1,0,1,10,0,,,,,,
131006,13,2020,9,15,3,11,57,283,0,1,2,2,2,1,1,1,1,1,0,37,32.43480556,-82.63909722,12,1,0,1,1,1,0,1,1,0,12,32,12,35,,
131007,13,2020,9,17,5,5,24,67,0,1,1,1,1,3,2,4,1,0,0,672,33.92658056,-84.55124167,33,0,0,3,3,4,0,3,2,0,5,47,5,58,,
131008,13,2020,9,16,4,6,56,57,920,1,2,2,3,1,2,1,1,1,0,80,34.28760556,-84.44352222,12,7,0,1,1,1,0,4,10,0,6,57,7,3,7,39
131009,13,2020,9,16,4,21,4,59,270,1,1,1,1,4,2,4,2,0,0,16,33.92765,-83.41243889,42,0,0,1,1,4,0,2,2,0,,,,,,
131010,13,2020,9,16,4,23,46,21,3390,1,1,1,1,1,2,1,1,1,0,1,32.71420833,-83.73067222,1,0,1,5,1,4,0,2,2,0,23,55,0,23,0,57
131011,13,2020,9,17,5,18,9,157,0,1,2,2,2,5,1,5,1,0,0,285,34.22053056,-83.630358330000007,12,6,0,2,3,1,0,1,2,0,18,9,18,13,19,48
131012,13,2020,9,17,5,5,45,189,0,1,3,1,1,1,1,1,1,1,0,1771,33.50801667,-82.41609444,14,0,0,1,1,2,0,2,2,0,5,46,5,57,,
131013,13,2020,9,16,4,11,52,223,0,1,2,2,4,4,2,4,2,0,0,8,34.01405556,-84.76417222,12,2,0,1,1,1,0,1,10,0,11,55,12,0,,
131014,13,2020,9,16,4,18,45,45,5730,1,2,2,2,2,2,5,1,0,0,62,33.73120556,-84.945575,12,6,0,2,2,1,0,1,2,0,19,42,19,47,20,20
131015,13,2020,9,17,5,20,50,77,,1,3,3,5,1,2,1,1,1,0,1320,33.36036389,-84.76174444,33,0,1,3,2,3,0,3,10,0,20,52,20,58,22,0
131016,13,2020,9,17,5,21,37,245,310,1,2,2,2,3,2,3,1,1,0,2196,33.44065278,-82.02171111,8,0,0,1,1,1,0,3,10,0,,,,,,
131017,13,2020,9,17,5,22,0,127,0,1,1,1,1,4,2,7,2,0,0,,31.18687778,-81.54615278,32,0,0,1,1,4,0,1,1,0,22,3,22,12,,
131018,13,2020,9,30,4,21,34,121,280,2,4,4,9,5,2,7,4,0,0,6,33.78157222,-84.39193611,12,6,1,2,3,1,0,3,1,0,21,34,21,41,,
131020,13,2020,11,25,4,18,36,131,,1,1,1,3,3,1,3,1,1,0,163,30.86831667,-84.12303333,8,0,0,2,3,1,0,2,1,0,18,36,18,41,,
131021,13,2020,11,26,5,23,8,9,0,1,2,2,2,3,2,4,1,0,0,66,33.05962778,-83.21546667,8,0,0,3,3,1,0,2,1,0,23,21,23,31,0,20
131022,13,2020,10,7,4,21,38,121,280,1,1,1,1,5,2,7,4,0,0,17,33.69849167,-84.52384444,1,0,0,1,1,4,0,2,1,0,,,,,,
131023,13,2020,9,19,7,0,14,219,0,1,2,2,2,2,2,3,1,1,0,1179,33.941325,-83.55820833,12,2,0,1,1,1,0,2,10,0,0,19,0,28,,
131024,13,2020,9,20,1,0,14,295,0,1,1,1,1,3,1,7,1,0,0,33,34.59418611,-85.28640556,42,0,0,3,3,5,0,2,1,0,0,15,0,29,,
131025,13,2020,9,19,7,2,0,15,0,1,1,1,1,3,2,4,1,0,0,25,34.149675,-84.77367222,42,0,0,1,1,4,0,2,1,0,2,5,,,,
131026,13,2020,9,21,2,16,30,121,0,1,2,2,4,2,2,3,1,1,0,658,33.66955,-84.54753889,12,6,0,2,2,1,0,1,1,0,16,30,16,35,17,10
131027,13,2020,9,19,7,15,15,215,1280,1,2,2,2,2,2,3,1,1,0,14,32.44597222,-84.97607778,12,6,0,2,3,1,0,1,10,0,15,16,15,19,15,41
131028,13,2020,9,20,1,18,56,139,0,1,2,2,3,2,1,3,1,1,0,3233,34.45506944,-83.79951944,12,2,0,1,1,1,0,1,1,0,19,1,19,10,19,42
131029,13,2020,9,20,1,23,47,89,3210,1,1,1,1,6,2,4,4,0,0,8,33.66703333,-84.12130833,42,0,0,1,1,4,0,2,1,0,,,,,,
131030,13,2020,9,19,7,5,50,89,0,1,2,2,6,1,2,1,1,1,0,0,33.71308611,-84.27196944,12,6,1,3,3,1,0,3,1,0,5,52,6,10,6,30
131031,13,2020,9,19,7,3,54,57,0,1,1,1,1,4,1,7,2,0,0,4,34.22533333,-84.62583056,40,0,0,1,1,4,0,2,1,0,,,,,,
131032,13,2020,9,22,3,21,27,21,3390,1,1,1,1,3,2,3,1,1,0,1840,32.85688611,-83.61669444,8,0,0,1,1,1,0,2,1,0,21,25,21,31,21,48
131033,13,2020,10,8,5,5,25,115,4760,1,2,2,3,3,2,4,1,0,0,308,34.34306667,-85.07825556,12,6,0,2,2,1,0,3,5,0,5,25,5,36,6,7
131034,13,2020,9,23,4,0,13,21,3390,1,1,1,1,1,2,1,1,1,0,1645,32.85119167,-83.63053056,8,0,1,5,1,1,0,2,1,0,,,,,,
131035,13,2020,9,23,4,2,40,135,0,2,1,1,3,6,2,5,2,0,0,8,34.05256944,-83.85071667,42,0,0,1,1,4,0,2,1,0,,,,,,
131036,13,2020,9,23,4,4,39,77,0,1,2,2,4,2,2,4,1,0,0,615,33.50073889,-84.6725,12,6,0,2,3,1,0,2,1,0,4,42,4,52,5,40
131037,13,2020,9,23,4,19,20,313,0,1,3,2,2,1,1,1,1,1,0,3270,34.67163056,-84.99705833,12,7,0,1,1,1,0,1,2,0,19,21,19,32,20,0
131038,13,2020,9,24,5,2,23,275,0,2,1,1,2,6,2,5,4,0,0,9,30.81979444,-83.98641111,33,0,0,1,1,4,0,2,10,0,2,14,2,15,2,38
131040,13,2020,9,25,6,6,55,107,,2,2,2,2,5,1,5,2,0,0,50,32.55330556,-82.233175,11,0,0,1,1,1,0,2,10,0,7,1,7,12,8,0
131041,13,2020,9,25,6,13,40,223,0,1,2,2,2,4,2,4,2,0,0,42,33.80774444,-84.87945556,12,2,0,1,1,1,0,1,10,0,13,42,13,51,,
131042,13,2020,9,25,6,14,50,115,0,1,2,2,2,6,2,5,2,0,0,11,34.25419167,-85.23933333,12,6,0,2,3,1,0,1,10,0,14,52,14,56,15,15
131043,13,2020,9,25,6,22,45,199,0,2,1,1,2,4,1,7,2,0,0,3,33.21046389,-84.76491667,42,0,0,1,1,4,0,2,1,0,23,19,23,19,,
131044,13,2020,9,26,7,16,25,133,0,1,1,1,2,1,1,1,1,1,0,1414,33.54228611,-83.01684167,42,0,0,1,1,4,0,1,1,0,16,25,16,36,,
131045,13,2020,9,26,7,18,0,121,1900,1,2,2,8,1,2,1,1,1,0,41,33.65468611,-84.49753056,12,1,1,18,1,1,0,1,1,0,18,4,18,18,18,46
131046,13,2020,9,26,7,19,46,229,0,2,2,2,3,3,1,4,1,0,0,556,31.49693889,-82.20204722,12,6,0,2,3,1,0,5,1,0,19,48,20,3,22,53
131047,13,2020,9,26,7,20,35,131,850,1,1,1,3,2,2,3,1,1,0,579,30.87926944,-84.19606667,8,0,0,3,3,1,0,2,1,0,20,37,20,42,20,56
131048,13,2020,9,26,7,21,46,51,4910,1,2,2,2,4,2,3,2,1,0,10,32.07012778,-81.05826111,12,2,0,1,1,1,0,2,1,0,21,20,21,52,22,12
131049,13,2020,9,26,7,22,25,309,0,1,1,1,2,4,1,7,2,0,0,13,32.01136944,-82.710752780000007,1,0,0,1,1,4,0,2,10,0,22,26,22,41,23,52
131050,13,2020,9,27,1,1,15,151,0,1,2,2,4,2,2,3,1,1,0,2111,33.40324167,-84.31262222,12,6,0,2,2,1,0,8,1,0,,,,,,
131051,13,2020,9,27,1,22,21,119,0,1,2,2,2,1,1,1,1,1,0,1670,34.39888889,-83.21220833,12,1,0,1,1,1,0,2,10,0,22,23,22,30,23,16
131052,13,2020,12,12,7,0,9,9,3620,1,1,1,1,5,2,7,4,0,0,13,33.09250556,-83.23728889,8,0,1,3,2,1,0,3,1,0,0,9,0,14,0,25
131053,13,2020,9,28,2,5,53,75,40,1,2,2,4,3,2,4,1,0,0,376,31.12640833,-83.43366389,12,6,0,8,1,1,0,2,1,0,5,59,6,4,6,44
131054,13,2020,9,28,2,6,55,139,,1,1,1,1,4,2,4,2,0,0,8,34.36321111,-83.87791667,34,0,0,1,1,4,0,2,10,0,6,54,7,3,,
131055,13,2020,9,28,2,7,1,21,3390,1,1,1,1,1,2,1,1,1,0,2,32.82488333,-83.65551944,8,0,8,20,1,1,0,2,10,0,7,2,7,4,7,37
131056,13,2020,9,29,3,11,13,73,0,2,2,2,3,1,2,1,1,1,0,120,33.48403056,-82.20350278,12,1,1,18,1,1,1,1,1,0,11,13,11,46,,
131057,13,2020,9,29,3,12,45,73,0,1,10,10,11,1,1,1,1,1,0,1810,33.50032778,-82.34818056,12,1,0,1,1,1,0,1,1,0,12,52,13,1,,
131058,13,2020,9,29,3,14,14,121,9997,1,2,2,2,2,1,3,1,1,0,137,33.56221111,-84.76732778,12,6,0,2,2,1,1,1,2,0,14,14,14,29,15,28
131060,13,2020,9,30,4,14,59,89,0,1,2,2,2,3,2,4,1,0,0,460,33.71881667,-84.27575278,12,6,0,8,1,1,0,1,1,0,14,59,15,1,15,19
131061,13,2020,9,30,4,15,8,139,0,1,1,1,2,2,1,3,1,1,0,278,34.442725,-83.93016944,21,0,0,1,1,4,0,1,1,0,15,19,15,29,15,57
131062,13,2020,9,30,4,17,30,63,0,1,2,2,3,2,2,4,1,0,0,950,33.57822778,-84.27382778,12,6,0,4,1,1,0,1,1,0,,,,,,
131063,13,2020,9,30,4,20,0,121,9997,1,3,3,4,4,2,4,2,0,0,92,34.05080278,-84.10802778,12,6,0,2,3,1,0,2,1,0,20,5,20,10,20,50
131064,13,2020,10,23,6,19,40,71,,1,1,1,1,3,2,3,1,1,0,115,31.19911389,-83.78773889,9,0,0,1,1,1,0,2,1,0,19,46,19,53,,
131065,13,2020,12,13,1,2,50,89,0,1,7,7,13,1,2,1,1,1,0,85,33.71272778,-84.22494722,12,1,0,1,1,1,0,2,1,0,2,58,3,5,3,45
131066,13,2020,12,12,7,6,27,131,850,1,1,1,1,3,2,3,1,1,0,118,30.87936389,-84.19616667,8,0,1,3,2,1,0,3,1,0,6,38,6,45,7,27
131067,13,2020,12,14,2,13,54,89,1610,1,1,1,3,1,2,1,1,1,0,86,33.85551667,-84.2467,34,0,0,1,1,4,0,1,1,0,,,,,,
131069,13,2020,12,7,2,22,0,43,4520,1,1,1,1,4,1,7,2,0,0,7,32.41946111,-81.97999722,42,0,0,1,1,5,0,2,1,0,2,10,2,23,,
131070,13,2020,10,1,5,0,4,151,5210,1,1,1,1,3,2,3,1,1,0,255,33.542625,-84.19108333,8,0,0,1,1,1,0,2,1,0,0,17,0,45,1,27
131071,13,2020,10,1,5,17,39,223,0,1,1,1,1,4,2,7,2,0,0,4,33.896525,-84.82389722,34,0,0,1,1,4,0,1,1,0,17,45,17,55,18,31
131072,13,2020,10,1,5,19,25,303,0,1,2,2,2,3,2,4,1,0,0,168,32.95345556,-82.85129722,12,6,0,2,2,1,0,1,1,0,19,27,19,36,1,
131073,13,2020,10,2,6,0,33,51,4910,1,1,1,1,6,2,7,4,0,0,,32.06368611,-81.05376944,30,0,0,1,1,4,0,2,1,0,0,33,0,38,,
131074,13,2020,10,2,6,1,15,91,,1,1,1,1,4,1,7,2,0,0,12,32.18703611,-83.22748056,35,0,0,1,1,4,0,2,1,0,1,18,1,23,,
131076,13,2020,10,2,6,15,7,247,,1,2,2,2,3,2,4,1,0,0,1259,33.77857778,-83.97745,12,2,0,1,1,1,0,1,1,0,15,7,15,33,17,30
131077,13,2020,10,2,6,22,43,245,310,1,2,2,2,2,2,3,1,1,0,1670,33.43918889,-82.01912778,8,0,0,1,1,1,0,3,1,0,22,44,22,49,,
131078,13,2020,10,3,7,7,25,89,,1,1,1,2,2,2,3,1,1,0,1038,33.68296389,-84.34746667,31,0,0,3,2,4,0,3,1,0,7,30,7,46,8,25
131079,13,2020,10,3,7,10,45,185,,1,2,2,4,4,1,7,2,0,0,27,30.71346944,-83.270475,12,2,0,1,1,1,0,1,1,0,11,7,11,23,11,50
131080,13,2020,10,3,7,13,41,213,,1,4,4,6,3,1,4,1,0,0,130,34.66769167,-84.82558333,12,7,0,3,3,1,0,1,1,0,13,42,13,54,14,30
131081,13,2020,10,4,1,10,50,305,,1,1,1,4,5,1,5,2,0,0,42,31.53301111,-82.09365278,38,0,0,1,1,4,0,1,1,0,10,54,11,7,12,15
131083,13,2020,11,1,1,10,50,71,3800,1,1,1,1,3,2,3,1,1,0,103,31.16113611,-83.76167222,42,0,0,1,1,3,0,1,1,0,,,,,,
131084,13,2020,10,30,6,9,52,89,,1,4,4,5,1,2,2,1,1,0,215,33.6989,-84.27545833,12,1,0,1,1,1,0,1,1,0,10,15,10,20,10,31
131085,13,2020,10,5,2,12,38,67,,1,1,1,1,3,2,3,1,1,0,409,33.94356944,-84.69499722,30,0,0,3,98,4,0,1,1,0,12,38,12,41,,
131086,13,2020,10,5,2,,,117,,1,1,1,1,2,2,2,1,1,0,341,34.22120833,-84.10900833,42,0,0,1,1,4,1,1,1,0,,,,,,
131087,13,2020,11,14,7,5,22,121,0,1,1,1,1,4,2,7,2,0,0,35,33.66543333,-84.58174167,8,0,0,1,1,1,0,2,1,0,5,24,5,47,6,5
131088,13,2020,10,5,2,20,32,67,0,1,3,3,3,4,2,4,2,0,0,17,34.02712778,-84.52829167,12,6,0,8,1,1,0,2,1,0,20,33,20,36,,
131089,13,2020,10,6,3,4,25,51,4475,2,1,1,1,1,2,1,1,1,0,20,32.20813333,-81.18085278,8,0,0,1,1,1,0,2,1,0,4,28,4,38,5,15
131090,13,2020,11,20,6,16,10,89,0,1,2,2,2,3,2,3,1,1,0,102,33.80062778,-84.20156667,12,6,0,2,2,1,0,1,1,0,,,,,,
